# bigram	count	reason	w0_pos	w1_pos
fire burned	39	both_ambiguous	{Noun, Verb}	{Verb, Adj}
fell under	39	both_ambiguous	{Verb, Noun, Adj}	{Adj, Prep, Adv}
old uncle	39	w0_ambiguous	{Noun, Adj}	{Noun}
half turned	39	both_ambiguous	{Adj, Adv, Verb}	{Verb, Adj}
people thought	39	both_ambiguous	{Verb, Noun}	{Verb, Adj, Noun}
said may	39	both_ambiguous	{Verb, Adj}	{Verb, Noun}
thy light	39	w0_missing	NONE	{Noun, Adj, Verb, Adv}
out till	39	both_ambiguous	{Verb, Noun, Adj}	{Prep, Noun, Verb}
full possession	39	both_ambiguous	{Verb, Adv, Noun}	{Verb, Noun}
ever loved	39	w1_ambiguous	{Adv}	{Verb, Adj}
new interest	39	w0_ambiguous	{Adj, Adv, Verb}	{Noun}
black rock	39	both_ambiguous	{Adv, Noun, Adj}	{Verb, Noun}
speak about	39	w1_ambiguous	{Verb}	{Adv, Prep}
grown people	39	both_ambiguous	{Adj, Verb}	{Verb, Noun}
many difficulties	39	w0_ambiguous	{Noun, Adj}	{Noun}
past ten	39	both_ambiguous	{Prep, Adv, Verb, Noun}	{Adj, Noun}
rather less	39	w1_ambiguous	{Adj}	{Verb, Adj, Prep, Adv, Noun}
old aunt	39	w0_ambiguous	{Noun, Adj}	{Noun}
children came	39	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
little men	39	w0_ambiguous	{Adj, Noun, Adv}	{Noun}
least some	39	w0_ambiguous	{Adj, Adv, Prep}	{Adj}
give yourself	39	w1_missing	{Noun, Verb}	NONE
here after	39	both_ambiguous	{Adv, Noun}	{Adj, Prep, Adv}
find herself	39	w1_missing	{Verb, Noun}	NONE
crowded round	39	both_ambiguous	{Verb, Adj}	{Noun, Verb, Adj, Prep, Adv}
shrill voice	39	both_ambiguous	{Verb, Noun}	{Verb, Noun}
said hastily	39	w0_ambiguous	{Verb, Adj}	{Adv}
brought away	39	w0_ambiguous	{Adj, Verb}	{Adv}
good business	39	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Noun}
simple truth	39	both_ambiguous	{Adj, Verb}	{Verb, Noun}
other sex	39	w0_ambiguous	{Adv, Prep}	{Noun}
good fellowship	39	both_ambiguous	{Noun, Adv, Verb, Adj}	{Noun, Verb}
get even	39	both_ambiguous	{Verb, Noun}	{Noun, Verb, Adj}
always come	39	w1_ambiguous	{Adv}	{Verb, Adj, Noun}
o love	39	both_ambiguous	{Noun, Adj}	{Noun, Verb}
truly say	39	w1_ambiguous	{Adv}	{Verb, Adj, Noun}
great ability	39	w0_ambiguous	{Noun, Adj}	{Noun}
already noticed	39	w1_ambiguous	{Adv}	{Adj, Verb}
earth should	39	both_ambiguous	{Verb, Noun}	{Adj, Verb}
walking down	39	both_ambiguous	{Noun, Verb}	{Noun, Adj, Prep, Verb, Adv}
would raise	39	w0_ambiguous	{Adj, Verb, Noun}	{Verb}
certain man	39	both_ambiguous	{Adj, Noun, Adv}	{Noun, Verb}
new spirit	39	both_ambiguous	{Adj, Adv, Verb}	{Noun, Verb}
squire clamp	39	both_ambiguous	{Noun, Verb}	{Verb, Noun}
saw anything	39	both_ambiguous	{Verb, Adj, Noun}	{Noun, Adv}
thee lord	39	w1_ambiguous	{Adj}	{Noun, Verb}
wrought up	39	w1_ambiguous	{Adj}	{Adv, Prep, Noun, Adj}
take ye	39	both_ambiguous	{Verb, Noun, Adj}	{Noun, Adv}
time forward	39	both_ambiguous	{Verb, Noun}	{Verb, Adv, Adj, Noun}
now given	39	both_ambiguous	{Noun, Adv, Adj}	{Verb, Adv, Adj}
free state	39	both_ambiguous	{Adv, Adj}	{Noun, Verb, Adj}
another story	39	w0_missing	NONE	{Verb, Noun}
much struck	39	both_ambiguous	{Adj, Noun}	{Verb, Adj}
suffered more	39	both_ambiguous	{Verb, Adj}	{Verb, Noun, Adj, Adv}
ought always	39	w0_missing	NONE	{Adv}
log house	39	both_ambiguous	{Noun, Verb}	{Verb, Noun}
many thanks	39	w0_ambiguous	{Noun, Adj}	{Noun}
mistake about	39	both_ambiguous	{Verb, Noun}	{Adv, Prep}
white linen	39	w0_ambiguous	{Verb, Adj, Noun}	{Noun}
now miss	39	both_ambiguous	{Noun, Adv, Adj}	{Noun, Verb}
just here	39	both_ambiguous	{Adv, Verb, Adj, Noun}	{Adv, Noun}
red light	39	both_ambiguous	{Verb, Adj, Noun}	{Noun, Adj, Verb, Adv}
down stream	39	both_ambiguous	{Noun, Adj, Prep, Verb, Adv}	{Noun, Verb}
man go	39	both_ambiguous	{Noun, Verb}	{Adj, Verb, Noun}
living room	39	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
great dignity	39	w0_ambiguous	{Noun, Adj}	{Noun}
since leaving	39	both_ambiguous	{Prep, Adv}	{Verb, Noun}
myself said	39	w0_missing	NONE	{Verb, Adj}
said poor	39	both_ambiguous	{Verb, Adj}	{Adj, Noun}
would move	39	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
will thus	39	both_ambiguous	{Adv, Noun, Verb}	{Adv, Noun}
moving slowly	39	w0_ambiguous	{Verb, Noun, Adj}	{Adv}
pretty fair	39	both_ambiguous	{Adv, Adj}	{Adj, Adv, Verb, Noun}
long conversation	39	w0_ambiguous	{Adv, Adj, Noun, Prep}	{Noun}
running back	39	both_ambiguous	{Verb, Noun, Adj}	{Adj, Verb, Noun, Adv}
pass after	39	w1_ambiguous	{Verb}	{Adj, Prep, Adv}
religious instruction	39	w0_ambiguous	{Adj, Noun}	{Noun}
little incident	39	both_ambiguous	{Adj, Noun, Adv}	{Noun, Adj}
people around	39	both_ambiguous	{Verb, Noun}	{Prep, Adv}
other qualities	39	w0_ambiguous	{Adv, Prep}	{Noun}
happy one	39	w1_ambiguous	{Adj}	{Noun, Verb, Adj}
like enough	39	both_ambiguous	{Verb, Noun, Adj}	{Noun, Adj, Adv}
false witness	39	w0_ambiguous	{Adv, Adj}	{Verb}
english verse	39	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
along like	39	both_ambiguous	{Prep, Adv}	{Verb, Noun, Adj}
thy wish	39	w0_missing	NONE	{Noun, Verb}
specimen copy	39	w1_ambiguous	{Noun}	{Verb, Noun}
religious man	39	both_ambiguous	{Adj, Noun}	{Noun, Verb}
people went	39	both_ambiguous	{Verb, Noun}	{Verb, Adj, Noun}
very queer	39	both_ambiguous	{Verb, Adv}	{Noun, Adj}
bolt upright	39	both_ambiguous	{Noun, Adv, Verb}	{Noun, Adj}
might hope	39	both_ambiguous	{Verb, Adj}	{Noun, Verb}
laid bare	39	both_ambiguous	{Adj, Verb}	{Adj, Noun}
then could	39	both_ambiguous	{Adv, Prep}	{Adj, Verb}
great crowd	39	both_ambiguous	{Noun, Adj}	{Verb, Noun}
tried again	39	both_ambiguous	{Verb, Adj}	{Adv, Prep}
opposite shore	39	both_ambiguous	{Noun, Adj}	{Verb, Noun}
true nature	39	both_ambiguous	{Adv, Noun}	{Verb, Noun}
ever find	39	w1_ambiguous	{Adv}	{Verb, Noun}
might carry	39	both_ambiguous	{Verb, Adj}	{Verb, Noun}
would swear	39	w0_ambiguous	{Adj, Verb, Noun}	{Verb}
out while	39	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun, Prep}
drew off	39	both_ambiguous	{Adj, Verb}	{Adj, Prep, Noun, Adv}
capital punishment	39	w0_ambiguous	{Noun, Adj}	{Noun}
little game	39	both_ambiguous	{Adj, Noun, Adv}	{Verb, Noun, Adj}
must read	39	both_ambiguous	{Verb, Noun}	{Noun, Adj, Verb}
foul play	39	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb}
begin again	39	both_ambiguous	{Noun, Verb}	{Adv, Prep}
more extraordinary	39	both_ambiguous	{Verb, Noun, Adj, Adv}	{Adj, Noun}
always liked	39	w1_ambiguous	{Adv}	{Adj, Verb}
however small	39	both_ambiguous	{Prep, Adv}	{Adj, Verb, Adv, Noun}
new day	39	w0_ambiguous	{Adj, Adv, Verb}	{Noun}
other subject	39	both_ambiguous	{Adv, Prep}	{Verb, Adj, Noun}
give ye	39	both_ambiguous	{Noun, Verb}	{Noun, Adv}
would form	39	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
would arrive	39	both_ambiguous	{Adj, Verb, Noun}	{Noun, Verb}
far over	39	both_ambiguous	{Adv, Noun, Adj}	{Adj, Prep, Noun, Adv}
better fitted	39	both_ambiguous	{Noun, Adj, Verb}	{Verb, Adj}
central park	39	both_ambiguous	{Adj, Noun}	{Noun, Verb}
green mouse	39	both_ambiguous	{Verb, Adj, Noun}	{Verb, Noun}
well make	39	both_ambiguous	{Verb, Adj}	{Verb, Noun}
intimate acquaintance	39	w0_ambiguous	{Noun, Adj}	{Noun}
always held	39	w1_ambiguous	{Adv}	{Adj, Verb}
spring water	39	w1_ambiguous	{Verb}	{Verb, Noun}
fourth part	39	both_ambiguous	{Adj, Noun}	{Noun, Verb, Adv}
can catch	39	both_ambiguous	{Noun, Verb}	{Verb, Noun}
burnt out	39	both_ambiguous	{Verb, Adj}	{Verb, Noun, Adj}
thousand pound	39	both_ambiguous	{Adj, Noun}	{Verb, Noun}
light enough	39	both_ambiguous	{Noun, Adj, Verb, Adv}	{Noun, Adj, Adv}
war may	39	both_ambiguous	{Adj, Noun, Verb}	{Verb, Noun}
heart may	39	both_ambiguous	{Verb, Noun}	{Verb, Noun}
ye must	39	both_ambiguous	{Noun, Adv}	{Verb, Noun}
came closer	39	w0_ambiguous	{Verb, Noun, Adj}	{Noun}
left here	39	both_ambiguous	{Verb, Adj, Noun}	{Adv, Noun}
wheeled about	39	both_ambiguous	{Adj, Verb}	{Adv, Prep}
himself there	39	both_missing	NONE	NONE
once began	39	w1_ambiguous	{Adv}	{Adj, Verb}
voice calling	39	both_ambiguous	{Verb, Noun}	{Noun, Verb}
very idea	39	w0_ambiguous	{Verb, Adv}	{Noun}
wide enough	39	both_ambiguous	{Adv, Noun, Adj}	{Noun, Adj, Adv}
twice over	39	w1_ambiguous	{Adv}	{Adj, Prep, Noun, Adv}
carried back	39	both_ambiguous	{Verb, Adj}	{Adj, Verb, Noun, Adv}
ma mere	39	both_ambiguous	{Prep, Noun}	{Noun, Verb}
went below	39	both_ambiguous	{Verb, Adj, Noun}	{Prep, Adv}
black dress	39	both_ambiguous	{Adv, Noun, Adj}	{Noun, Verb}
search after	39	w1_ambiguous	{Verb}	{Adj, Prep, Adv}
country folk	39	w1_missing	{Adj, Adv}	NONE
jump up	39	both_ambiguous	{Noun, Adv, Adj, Verb}	{Adv, Prep, Noun, Adj}
before such	39	w0_ambiguous	{Prep, Adv}	{Adj}
when through	39	w1_ambiguous	{Adv}	{Adv, Adj, Prep}
found much	39	both_ambiguous	{Noun, Adj, Verb}	{Adj, Noun}
unfortunate man	39	both_ambiguous	{Adj, Noun}	{Noun, Verb}
much may	39	both_ambiguous	{Adj, Noun}	{Verb, Noun}
more knowledge	39	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Verb}
fuss about	39	both_ambiguous	{Verb, Noun}	{Adv, Prep}
one sir	39	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
first watch	39	both_ambiguous	{Adv, Noun, Adj}	{Noun, Verb}
more complicated	39	both_ambiguous	{Verb, Noun, Adj, Adv}	{Verb, Adj}
child shall	39	w1_missing	{Noun, Verb}	NONE
delivered over	39	both_ambiguous	{Verb, Adj}	{Adj, Prep, Noun, Adv}
own chamber	39	both_ambiguous	{Verb, Adj}	{Noun, Verb}
god even	39	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb, Adj}
same thought	39	w1_ambiguous	{Verb}	{Verb, Adj, Noun}
chair beside	39	both_ambiguous	{Verb, Noun}	{Noun, Adv}
one drop	39	both_ambiguous	{Noun, Verb, Adj}	{Verb, Noun}
ordinary course	39	both_ambiguous	{Adj, Noun}	{Noun, Verb}
very amiable	39	w0_ambiguous	{Verb, Adv}	{Adj}
several more	39	both_ambiguous	{Noun, Adv, Adj}	{Verb, Noun, Adj, Adv}
too dark	39	w1_ambiguous	{Adv}	{Adj, Noun, Verb}
best clothes	39	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
history will	39	both_ambiguous	{Verb, Noun}	{Adv, Noun, Verb}
first care	39	w0_ambiguous	{Adv, Noun, Adj}	{Noun}
railway line	39	w1_ambiguous	{Noun}	{Verb, Noun}
closely allied	39	w1_ambiguous	{Adv}	{Adj, Verb}
can stop	39	both_ambiguous	{Noun, Verb}	{Verb, Noun}
gazing down	39	both_ambiguous	{Verb, Noun}	{Noun, Adj, Prep, Verb, Adv}
slow progress	39	both_ambiguous	{Adj, Verb, Adv, Noun}	{Verb, Noun}
life even	39	w1_ambiguous	{Noun}	{Noun, Verb, Adj}
field marshal	39	both_ambiguous	{Verb, Noun}	{Verb, Noun}
come aboard	39	both_ambiguous	{Verb, Adj, Noun}	{Prep, Adv}
back where	39	both_ambiguous	{Adj, Verb, Noun, Adv}	{Noun, Adv, Prep}
saying behold	39	w0_ambiguous	{Verb, Noun}	{Verb}
will quickly	39	w0_ambiguous	{Adv, Noun, Verb}	{Adv}
said breton	39	both_ambiguous	{Verb, Adj}	{Noun, Adj}
straight through	39	both_ambiguous	{Adj, Adv, Noun, Verb}	{Adv, Adj, Prep}
must observe	39	w0_ambiguous	{Verb, Noun}	{Verb}
would act	39	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
under discussion	39	w0_ambiguous	{Adj, Prep, Adv}	{Noun}
would undertake	39	w0_ambiguous	{Adj, Verb, Noun}	{Verb}
tore up	39	both_ambiguous	{Verb, Noun, Adj}	{Adv, Prep, Noun, Adj}
hand will	39	both_ambiguous	{Noun, Verb}	{Adv, Noun, Verb}
meant when	39	w0_ambiguous	{Adj, Verb}	{Adv}
speak truth	39	w1_ambiguous	{Verb}	{Verb, Noun}
equal number	39	w0_ambiguous	{Verb, Adj, Noun}	{Noun}
can quite	39	both_ambiguous	{Noun, Verb}	{Adj, Verb}
out even	39	both_ambiguous	{Verb, Noun, Adj}	{Noun, Verb, Adj}
certain death	39	w0_ambiguous	{Adj, Noun, Adv}	{Verb}
about making	39	both_ambiguous	{Adv, Prep}	{Noun, Verb}
now over	39	both_ambiguous	{Noun, Adv, Adj}	{Adj, Prep, Noun, Adv}
more subtle	39	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Adj}
big george	39	w0_ambiguous	{Adj, Verb, Noun}	{Noun}
now looking	39	both_ambiguous	{Noun, Adv, Adj}	{Noun, Adj, Verb}
passionate love	39	both_ambiguous	{Adj, Verb}	{Noun, Verb}
great credit	39	both_ambiguous	{Noun, Adj}	{Noun, Verb}
now nothing	39	both_ambiguous	{Noun, Adv, Adj}	{Adv, Noun}
south pole	39	both_ambiguous	{Verb, Noun, Adj, Adv}	{Noun, Verb}
might ask	39	both_ambiguous	{Verb, Adj}	{Noun, Verb}
tall grass	39	w1_ambiguous	{Adj}	{Noun, Verb}
after eight	39	both_ambiguous	{Adj, Prep, Adv}	{Noun, Adj}
march through	39	both_ambiguous	{Verb, Noun}	{Adv, Adj, Prep}
then ordered	39	both_ambiguous	{Adv, Prep}	{Adj, Verb}
fair chance	39	both_ambiguous	{Adj, Adv, Verb, Noun}	{Adv, Adj, Noun, Verb}
doubt whatever	39	w1_missing	{Verb}	NONE
happened before	39	both_ambiguous	{Verb, Adj}	{Prep, Adv}
country road	39	w0_ambiguous	{Adj, Adv}	{Noun}
then boil	39	both_ambiguous	{Adv, Prep}	{Verb, Noun}
more painful	39	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Adj}
hide himself	39	w1_missing	{Noun, Verb}	NONE
time appointed	39	both_ambiguous	{Verb, Noun}	{Adj, Verb}
great merit	39	both_ambiguous	{Noun, Adj}	{Verb, Noun}
way would	39	both_ambiguous	{Verb, Adv, Noun}	{Adj, Verb, Noun}
alone remained	39	both_ambiguous	{Adv, Adj}	{Verb, Adj}
went ahead	39	w0_ambiguous	{Verb, Adj, Noun}	{Adv}
up late	39	both_ambiguous	{Adv, Prep, Noun, Adj}	{Adj, Verb}
again would	39	both_ambiguous	{Adv, Prep}	{Adj, Verb, Noun}
now set	39	both_ambiguous	{Noun, Adv, Adj}	{Noun, Adj, Verb}
more concerned	39	both_ambiguous	{Verb, Noun, Adj, Adv}	{Verb, Adj}
own ground	39	both_ambiguous	{Verb, Adj}	{Noun, Verb, Adj}
wild duck	39	both_ambiguous	{Adj, Adv, Noun}	{Verb, Noun}
proportional representation	39	w0_ambiguous	{Noun, Adj}	{Noun}
fine one	39	both_ambiguous	{Verb, Noun, Adj}	{Noun, Verb, Adj}
time made	39	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun}
may without	39	both_ambiguous	{Verb, Noun}	{Adv, Prep}
very faint	39	both_ambiguous	{Verb, Adv}	{Noun, Verb, Adj}
same hand	39	w1_ambiguous	{Verb}	{Noun, Verb}
christian people	39	both_ambiguous	{Adj, Noun}	{Verb, Noun}
some portion	39	w1_ambiguous	{Adj}	{Noun, Verb}
mother must	39	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun}
personal knowledge	39	w0_ambiguous	{Noun, Adj}	{Verb}
saw also	39	w1_missing	{Verb, Adj, Noun}	NONE
last six	39	both_ambiguous	{Adj, Noun, Verb}	{Adj, Noun}
would last	39	both_ambiguous	{Adj, Verb, Noun}	{Adj, Noun, Verb}
made too	39	w0_ambiguous	{Adj, Verb, Noun}	{Adv}
living there	39	w1_missing	{Noun, Verb}	NONE
get under	39	both_ambiguous	{Verb, Noun}	{Adj, Prep, Adv}
turkish empire	39	w0_ambiguous	{Noun, Adj}	{Noun}
king came	39	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
flew up	39	both_ambiguous	{Verb, Adj}	{Adv, Prep, Noun, Adj}
make many	39	both_ambiguous	{Verb, Noun}	{Noun, Adj}
hath ever	39	w0_missing	NONE	{Adv}
can break	39	both_ambiguous	{Noun, Verb}	{Noun, Verb}
pacing up	39	both_ambiguous	{Noun, Verb}	{Adv, Prep, Noun, Adj}
content themselves	39	w1_missing	{Adj, Noun}	NONE
here shall	39	w1_missing	{Adv, Noun}	NONE
out once	39	w0_ambiguous	{Verb, Noun, Adj}	{Adv}
feeling about	39	both_ambiguous	{Noun, Verb, Adj}	{Adv, Prep}
custom house	39	both_ambiguous	{Verb, Noun}	{Verb, Noun}
more distinctly	39	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Adv}
worth living	39	both_ambiguous	{Verb, Adj}	{Noun, Verb}
two would	39	w1_ambiguous	{Noun}	{Adj, Verb, Noun}
considerably more	39	w1_ambiguous	{Adv}	{Verb, Noun, Adj, Adv}
fire while	39	both_ambiguous	{Noun, Verb}	{Verb, Noun, Prep}
down thy	39	w1_missing	{Noun, Adj, Prep, Verb, Adv}	NONE
quite likely	39	both_ambiguous	{Adj, Verb}	{Adv, Adj}
new wine	39	w0_ambiguous	{Adj, Adv, Verb}	{Noun}
rose high	39	both_ambiguous	{Noun, Verb, Adj}	{Adv, Adj, Noun, Verb}
four centuries	39	w0_ambiguous	{Noun, Adj}	{Noun}
never believed	39	w1_ambiguous	{Adv}	{Adj, Verb}
great church	39	both_ambiguous	{Noun, Adj}	{Verb, Noun}
more now	39	both_ambiguous	{Verb, Noun, Adj, Adv}	{Noun, Adv, Adj}
half closed	39	both_ambiguous	{Adj, Adv, Verb}	{Adj, Verb}
other european	39	both_ambiguous	{Adv, Prep}	{Noun, Adj}
absolutely certain	39	w1_ambiguous	{Adv}	{Adj, Noun, Adv}
now first	39	both_ambiguous	{Noun, Adv, Adj}	{Adv, Noun, Adj}
take vengeance	39	w0_ambiguous	{Verb, Noun, Adj}	{Noun}
never attempted	39	w1_ambiguous	{Adv}	{Verb, Adj}
bowed low	39	both_ambiguous	{Adj, Verb}	{Adv, Adj, Noun, Verb}
always know	39	w1_ambiguous	{Adv}	{Noun, Verb}
left one	39	both_ambiguous	{Verb, Adj, Noun}	{Noun, Verb, Adj}
should expect	39	both_ambiguous	{Adj, Verb}	{Verb, Noun}
preliminary treaty	39	w0_ambiguous	{Noun, Adj}	{Noun}
became silent	39	both_ambiguous	{Adj, Verb}	{Adj, Noun}
young englishman	39	w0_ambiguous	{Adj, Noun}	{Noun}
often repeated	39	both_ambiguous	{Adv, Adj}	{Adj, Verb}
committed suicide	39	w0_ambiguous	{Adj, Verb}	{Adv}
go somewhere	39	w0_ambiguous	{Adj, Verb, Noun}	{Adv}
doubt there	39	w1_missing	{Verb}	NONE
often mentioned	39	both_ambiguous	{Adv, Adj}	{Adj, Verb}
soon learned	39	both_ambiguous	{Adv, Adj}	{Adj, Verb}
satisfied himself	39	w1_missing	{Adj, Verb}	NONE
graven image	38	both_ambiguous	{Verb, Adj}	{Noun, Verb}
man alone	38	both_ambiguous	{Noun, Verb}	{Adv, Adj}
deal too	38	w0_ambiguous	{Verb, Noun}	{Adv}
little life	38	w0_ambiguous	{Adj, Noun, Adv}	{Noun}
still under	38	both_ambiguous	{Verb, Noun, Adj, Adv}	{Adj, Prep, Adv}
always like	38	w1_ambiguous	{Adv}	{Verb, Noun, Adj}
water till	38	both_ambiguous	{Verb, Noun}	{Prep, Noun, Verb}
live alone	38	both_ambiguous	{Adj, Noun, Verb}	{Adv, Adj}
hath taught	38	w0_missing	NONE	{Verb, Adj}
lord appeared	38	both_ambiguous	{Noun, Verb}	{Verb, Adj}
sticking out	38	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
old tree	38	both_ambiguous	{Noun, Adj}	{Noun, Verb}
people coming	38	both_ambiguous	{Verb, Noun}	{Adj, Noun}
avail himself	38	w1_missing	{Verb, Noun}	NONE
taken over	38	w0_missing	NONE	{Adj, Prep, Noun, Adv}
dropped back	38	both_ambiguous	{Adj, Verb}	{Adj, Verb, Noun, Adv}
british public	38	both_ambiguous	{Adj, Noun}	{Adj, Noun}
looked steadily	38	w0_ambiguous	{Verb, Adj}	{Adv}
much blood	38	both_ambiguous	{Adj, Noun}	{Noun, Verb}
keep one	38	both_ambiguous	{Verb, Noun}	{Noun, Verb, Adj}
more correct	38	both_ambiguous	{Verb, Noun, Adj, Adv}	{Adj, Verb}
roman people	38	both_ambiguous	{Noun, Adj}	{Verb, Noun}
good grace	38	both_ambiguous	{Noun, Adv, Verb, Adj}	{Verb, Noun}
god doth	38	w1_missing	{Adj, Noun, Verb}	NONE
merry christmas	38	w0_ambiguous	{Noun, Adj}	{Noun}
later there	38	w1_missing	{Noun, Adj}	NONE
taken some	38	w0_missing	NONE	{Adj}
most notable	38	w1_ambiguous	{Adj}	{Adj, Noun}
some white	38	w1_ambiguous	{Adj}	{Verb, Adj, Noun}
fellow like	38	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
would settle	38	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
came around	38	both_ambiguous	{Verb, Noun, Adj}	{Prep, Adv}
then moved	38	both_ambiguous	{Adv, Prep}	{Verb, Adj}
little speech	38	w0_ambiguous	{Adj, Noun, Adv}	{Noun}
see very	38	both_ambiguous	{Noun, Verb}	{Verb, Adv}
shall lead	38	w0_missing	NONE	{Verb, Noun}
more confidence	38	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Noun}
cutting out	38	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun, Adj}
early date	38	w1_ambiguous	{Adv}	{Noun, Verb}
get acquainted	38	both_ambiguous	{Verb, Noun}	{Verb, Adj}
three classes	38	w0_ambiguous	{Adj, Noun}	{Noun}
new state	38	both_ambiguous	{Adj, Adv, Verb}	{Noun, Verb, Adj}
make new	38	both_ambiguous	{Verb, Noun}	{Adj, Adv, Verb}
thus sir	38	w0_ambiguous	{Adv, Noun}	{Noun}
private interest	38	w0_ambiguous	{Adj, Noun}	{Noun}
between three	38	both_ambiguous	{Prep, Noun}	{Adj, Noun}
talked over	38	both_ambiguous	{Adj, Verb}	{Adj, Prep, Noun, Adv}
slowed down	38	both_ambiguous	{Adj, Verb}	{Noun, Adj, Prep, Verb, Adv}
stepped forth	38	both_ambiguous	{Verb, Adj}	{Prep, Adv, Noun}
money would	38	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun}
said bob	38	both_ambiguous	{Verb, Adj}	{Noun, Verb}
fig tree	38	w1_ambiguous	{Noun}	{Noun, Verb}
another cause	38	w0_missing	NONE	{Prep, Noun, Verb}
always used	38	w1_ambiguous	{Adv}	{Adj, Verb}
little importance	38	w0_ambiguous	{Adj, Noun, Adv}	{Noun}
contest between	38	both_ambiguous	{Verb, Noun}	{Prep, Noun}
men cannot	38	w1_missing	{Noun}	NONE
person can	38	both_ambiguous	{Verb, Noun}	{Noun, Verb}
american women	38	w0_ambiguous	{Noun, Adj}	{Noun}
lay awake	38	both_ambiguous	{Noun, Verb, Adj}	{Verb, Adj}
great abilities	38	w0_ambiguous	{Noun, Adj}	{Noun}
always heard	38	w1_ambiguous	{Adv}	{Verb, Adj}
thought then	38	both_ambiguous	{Verb, Adj, Noun}	{Adv, Prep}
drawing back	38	both_ambiguous	{Noun, Verb}	{Adj, Verb, Noun, Adv}
immediately under	38	w1_ambiguous	{Adv}	{Adj, Prep, Adv}
crept out	38	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
world said	38	w1_ambiguous	{Noun}	{Verb, Adj}
man nodded	38	both_ambiguous	{Noun, Verb}	{Verb, Adj}
then laughed	38	both_ambiguous	{Adv, Prep}	{Verb, Adj}
earth may	38	both_ambiguous	{Verb, Noun}	{Verb, Noun}
presence there	38	w1_missing	{Noun}	NONE
also brought	38	w0_missing	NONE	{Adj, Verb}
light when	38	w0_ambiguous	{Noun, Adj, Verb, Adv}	{Adv}
up much	38	both_ambiguous	{Adv, Prep, Noun, Adj}	{Adj, Noun}
then dropped	38	both_ambiguous	{Adv, Prep}	{Adj, Verb}
reader must	38	w1_ambiguous	{Noun}	{Verb, Noun}
soon get	38	both_ambiguous	{Adv, Adj}	{Verb, Noun}
can even	38	both_ambiguous	{Noun, Verb}	{Noun, Verb, Adj}
rapid progress	38	w1_ambiguous	{Adj}	{Verb, Noun}
heard when	38	w0_ambiguous	{Verb, Adj}	{Adv}
present himself	38	w1_missing	{Noun, Verb, Adj}	NONE
great enough	38	both_ambiguous	{Noun, Adj}	{Noun, Adj, Adv}
black eye	38	both_ambiguous	{Adv, Noun, Adj}	{Noun, Verb}
hope sir	38	w0_ambiguous	{Noun, Verb}	{Noun}
enter mistress	38	w1_ambiguous	{Verb}	{Noun, Verb}
make clear	38	both_ambiguous	{Verb, Noun}	{Adv, Verb, Adj, Noun}
principal object	38	both_ambiguous	{Adj, Noun}	{Verb, Adj}
put myself	38	w1_missing	{Noun, Adj, Verb}	NONE
shall remember	38	w0_missing	NONE	{Verb}
one nation	38	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
within easy	38	w0_ambiguous	{Prep, Adv}	{Verb}
more experienced	38	both_ambiguous	{Verb, Noun, Adj, Adv}	{Adj, Verb}
never existed	38	w1_ambiguous	{Adv}	{Verb, Adj}
when last	38	w1_ambiguous	{Adv}	{Adj, Noun, Verb}
slid down	38	both_ambiguous	{Verb, Adj}	{Noun, Adj, Prep, Verb, Adv}
happy thought	38	w1_ambiguous	{Adj}	{Verb, Adj, Noun}
thy grace	38	w0_missing	NONE	{Verb, Noun}
about town	38	w1_missing	{Adv, Prep}	NONE
vain hope	38	both_ambiguous	{Adj, Noun}	{Noun, Verb}
great confusion	38	w0_ambiguous	{Noun, Adj}	{Noun}
thee like	38	w1_ambiguous	{Adj}	{Verb, Noun, Adj}
will indeed	38	w0_ambiguous	{Adv, Noun, Verb}	{Adv}
can ye	38	both_ambiguous	{Noun, Verb}	{Noun, Adv}
